subject,item,condition,group,frequency_z,length,trial,RT,accuracy,neighbourhood,neighbourhood_z
S53,W057,unrelated,training,-0.9059093384605884,8,61,530,1,9,-0.9976840068139475
S53,W058,related,training,-1.6486942190789142,6,113,410,1,9,-0.9976840068139475
S53,W059,unrelated,training,-0.3001634484294758,6,1,463,1,12,-0.005512066335988933
S53,W060,related,training,-0.4724816193194414,5,76,399,1,12,-0.005512066335988933
S53,W061,unrelated,training,1.7395844656453046,5,100,463,0,19,2.3095557947792478
S53,W062,related,training,1.148113333746188,7,101,363,1,15,0.9866598741419697
S53,W063,unrelated,training,0.0350906934612753,6,14,504,1,15,0.9866598741419697
S53,W064,related,training,1.1068512013196057,4,18,419,1,14,0.6559358939826502
S53,W065,unrelated,training,-0.29377833954959,5,90,552,1,11,-0.33623604649530847
S53,W066,related,training,-0.8621267483079921,6,88,396,1,11,-0.33623604649530847
S53,W067,unrelated,training,-0.8004905870752745,5,69,742,1,9,-0.9976840068139475
S53,W068,related,training,-0.6822716459168946,6,99,418,1,11,-0.33623604649530847
S53,W069,unrelated,training,-2.306145484861042,8,37,748,1,6,-1.9898559472919062
S53,W070,related,training,-0.4692453518743268,6,10,549,1,10,-0.666960026654628
S53,W071,unrelated,training,-0.7186668647491127,7,47,589,1,13,0.3252119138233306
S53,W072,related,training,-1.8666945779672184,6,3,704,1,8,-1.328407986973267
S53,W073,unrelated,training,0.891632901440497,6,118,546,1,15,0.9866598741419697
S53,W074,related,training,0.0035851005184451,7,64,469,1,13,0.3252119138233306
S53,W075,unrelated,training,-0.8296935917886239,8,44,639,1,11,-0.33623604649530847
S53,W076,related,training,0.0063453267125901,6,38,544,1,11,-0.33623604649530847
S53,W077,unrelated,training,-1.3756874142011304,6,66,556,1,7,-1.6591319671325866
S53,W078,related,training,-1.493333612226836,10,7,583,1,8,-1.328407986973267
S53,W079,unrelated,training,0.1139469950564595,6,92,658,1,10,-0.666960026654628
S53,W080,related,training,0.4102184004835469,4,52,330,1,14,0.6559358939826502
S53,W081,unrelated,training,1.1191925348290213,6,75,435,1,17,1.6481078344606088
S53,W082,related,training,-0.0322703529262462,6,2,481,1,11,-0.33623604649530847
S53,W083,unrelated,training,0.1654914468887871,7,116,696,1,14,0.6559358939826502
S53,W084,related,training,0.8719147743400757,7,8,444,1,12,-0.005512066335988933
S53,W085,unrelated,training,-0.8790583874314196,7,33,466,1,13,0.3252119138233306
S53,W086,related,training,-0.7905740078936522,7,6,582,1,8,-1.328407986973267
S53,W087,unrelated,training,0.5846936512450975,6,17,336,1,12,-0.005512066335988933
S53,W088,related,training,-0.8247875085796271,5,50,423,1,9,-0.9976840068139475
S53,W089,unrelated,training,-1.4798537261722209,8,13,624,1,10,-0.666960026654628
S53,W090,related,training,-0.5298687768050517,7,114,540,1,10,-0.666960026654628
S53,W091,unrelated,training,0.0199958773569514,6,45,542,1,13,0.3252119138233306
S53,W092,related,training,0.8827875457824161,5,27,538,1,16,1.3173838543012892
S53,W093,unrelated,training,-0.3951162220036792,6,91,531,1,11,-0.33623604649530847
S53,W094,related,training,-0.2729766410664055,6,28,552,1,14,0.6559358939826502
S53,W095,unrelated,training,-0.8951685051880719,8,63,696,1,9,-0.9976840068139475
S53,W096,related,training,-0.4092407736087192,8,97,713,1,11,-0.33623604649530847
S53,W097,unrelated,training,-0.0617302306989816,5,23,493,0,13,0.3252119138233306
S53,W098,related,training,-0.148276360874164,7,62,443,1,12,-0.005512066335988933
S53,W099,unrelated,training,-0.5593352549066585,6,58,714,1,11,-0.33623604649530847
S53,W100,related,training,0.942231995983134,6,77,489,1,14,0.6559358939826502
S53,W101,unrelated,training,-0.4764940879555429,6,78,776,1,11,-0.33623604649530847
S53,W102,related,training,0.2909020541309749,6,72,432,1,12,-0.005512066335988933
S53,W103,unrelated,training,-0.5886379098238127,8,104,615,1,9,-0.9976840068139475
S53,W104,related,training,-0.1214698405936154,5,83,432,1,11,-0.33623604649530847
S53,W105,unrelated,training,0.9039757269248688,7,29,433,1,16,1.3173838543012892
S53,W106,related,training,0.9500663306709668,5,86,559,1,14,0.6559358939826502
S53,W107,unrelated,training,-0.1048038833831658,7,16,615,1,14,0.6559358939826502
S53,W108,related,training,1.0859079831560388,6,115,430,1,17,1.6481078344606088
S53,W109,unrelated,training,1.4716210444039308,4,81,496,1,16,1.3173838543012892
S53,W110,related,training,-0.6985479929330615,5,107,752,1,12,-0.005512066335988933
S53,W111,unrelated,training,0.0810520811925241,6,36,804,1,12,-0.005512066335988933
S53,W112,related,training,-0.9707136954003068,6,30,424,1,12,-0.005512066335988933
S53,W113,unrelated,training,0.3016402314525866,7,102,363,1,12,-0.005512066335988933
S53,W114,related,training,0.2964810364202688,6,112,450,1,13,0.3252119138233306
S53,W115,unrelated,training,0.9454197977241208,5,21,534,1,14,0.6559358939826502
S53,W116,related,training,0.5722667365127202,5,110,546,1,13,0.3252119138233306
S53,W117,unrelated,training,-0.3562583501967622,6,19,737,1,12,-0.005512066335988933
S53,W118,related,training,0.9249426975480984,4,25,312,1,14,0.6559358939826502
S53,W119,unrelated,training,-0.2589413440745218,7,109,667,1,12,-0.005512066335988933
S53,W120,related,training,-1.6613676983867645,7,120,474,1,7,-1.6591319671325866
S54,W001,related,training,-0.9139392237197596,6,86,602,1,8,-1.328407986973267
S54,W002,unrelated,training,0.1358238092024783,6,16,479,1,15,0.9866598741419697
S54,W003,related,training,0.0968317689390009,5,26,581,1,13,0.3252119138233306
S54,W004,unrelated,training,-1.3047661789528002,8,45,628,1,8,-1.328407986973267
S54,W005,related,training,0.4824205120703297,7,73,779,1,15,0.9866598741419697
S54,W006,unrelated,training,1.5453446713553585,5,41,662,1,18,1.9788318146199282
S54,W007,related,training,-0.6150774716989514,7,63,801,1,8,-1.328407986973267
S54,W008,unrelated,training,0.7371741115453434,5,72,833,1,14,0.6559358939826502
S54,W009,related,training,0.4367971257492582,5,19,549,1,16,1.3173838543012892
S54,W010,unrelated,training,0.5628372917200654,4,96,611,1,15,0.9866598741419697
S54,W011,related,training,0.0928637611052042,5,87,727,1,16,1.3173838543012892
S54,W012,unrelated,training,-1.017174296547943,7,100,692,1,5,-2.3205799274512255
S54,W013,related,training,-0.1757199187168372,5,118,830,1,13,0.3252119138233306
S54,W014,unrelated,training,-0.4670875917863192,7,43,867,1,10,-0.666960026654628
S54,W015,related,training,0.6376366034140181,4,44,928,1,13,0.3252119138233306
S54,W016,unrelated,training,0.4758777000006875,6,112,598,0,15,0.9866598741419697
S54,W017,related,training,-1.1004086247447586,7,7,807,1,10,-0.666960026654628
S54,W018,unrelated,training,-0.0732480440826994,5,11,671,1,11,-0.33623604649530847
S54,W019,related,training,0.8377763169382735,5,22,768,1,17,1.6481078344606088
S54,W020,unrelated,training,-0.10953246691453,6,107,523,1,13,0.3252119138233306
S54,W021,related,training,0.1653741913649934,6,90,833,1,11,-0.33623604649530847
S54,W022,unrelated,training,-1.5613246312784643,7,117,927,1,7,-1.6591319671325866
S54,W023,related,training,1.5516882128257177,4,119,618,1,18,1.9788318146199282
S54,W024,unrelated,training,0.6676736601563552,6,12,783,1,15,0.9866598741419697
S54,W025,related,training,-1.1003524346233824,6,14,853,1,9,-0.9976840068139475
S54,W026,unrelated,training,1.2547311434192785,5,50,746,1,15,0.9866598741419697
S54,W027,related,training,0.2511535240099482,6,79,998,1,11,-0.33623604649530847
S54,W028,unrelated,training,-0.4744448584528069,6,15,719,1,10,-0.666960026654628
S54,W029,related,training,-0.034955592045138,6,10,925,1,11,-0.33623604649530847
S54,W030,unrelated,training,-1.2168271291729122,6,3,513,1,9,-0.9976840068139475
S54,W031,related,training,0.714619446660419,5,51,1035,0,14,0.6559358939826502
S54,W032,unrelated,training,-1.3165830605078477,6,34,778,1,10,-0.666960026654628
S54,W033,related,training,-0.21523491523936,7,29,586,1,12,-0.005512066335988933
S54,W034,unrelated,training,-0.8773992307693209,5,105,564,1,10,-0.666960026654628
S54,W035,related,training,-0.5296422482991268,8,39,797,1,11,-0.33623604649530847
S54,W036,unrelated,training,-0.1884520533183292,7,83,464,1,13,0.3252119138233306
S54,W037,related,training,-1.1890454200315383,10,47,849,0,9,-0.9976840068139475
S54,W038,unrelated,training,0.956289262928874,5,76,565,1,16,1.3173838543012892
S54,W039,related,training,-1.409803501846958,9,77,586,1,9,-0.9976840068139475
S54,W040,unrelated,training,0.0326171911239126,7,111,488,1,14,0.6559358939826502
S54,W041,related,training,2.768124509357714,4,85,296,1,19,2.3095557947792478
S54,W042,unrelated,training,-2.051321246725728,8,23,1006,1,7,-1.6591319671325866
S54,W043,related,training,-0.4642735130186097,7,115,453,1,12,-0.005512066335988933
S54,W044,unrelated,training,-0.074692481078299,5,6,672,1,11,-0.33623604649530847
S54,W045,related,training,-2.8603180515178988,8,69,903,1,2,-3.312751867929184
S54,W046,unrelated,training,0.2765126725847232,6,49,579,1,13,0.3252119138233306
S54,W047,related,training,0.0194756794538221,6,71,807,1,11,-0.33623604649530847
S54,W048,unrelated,training,0.9901168140194688,6,102,488,1,13,0.3252119138233306
S54,W049,related,training,1.4263582067643383,5,64,689,0,18,1.9788318146199282
S54,W050,unrelated,training,0.2830487228263371,5,46,651,1,16,1.3173838543012892
S54,W051,related,training,0.2912642538060146,5,30,773,1,11,-0.33623604649530847
S54,W052,unrelated,training,0.2221144455622858,6,116,669,1,14,0.6559358939826502
S54,W053,related,training,1.5099166560295276,5,70,838,1,13,0.3252119138233306
S54,W054,unrelated,training,-0.4557117009268119,7,74,650,0,10,-0.666960026654628
S54,W055,related,training,-0.8565905568902926,6,93,1199,1,11,-0.33623604649530847
S54,W056,unrelated,training,-1.5572563778362285,6,40,681,1,8,-1.328407986973267
S54,W057,related,training,-0.9059093384605884,8,28,810,1,9,-0.9976840068139475
S54,W058,unrelated,training,-1.6486942190789142,6,36,573,1,9,-0.9976840068139475
S54,W059,related,training,-0.3001634484294758,6,25,632,1,12,-0.005512066335988933
S54,W060,unrelated,training,-0.4724816193194414,5,65,574,1,12,-0.005512066335988933
S54,W061,related,training,1.7395844656453046,5,62,693,1,19,2.3095557947792478
S54,W062,unrelated,training,1.148113333746188,7,2,531,1,15,0.9866598741419697
S54,W063,related,training,0.0350906934612753,6,103,622,1,15,0.9866598741419697
S54,W064,unrelated,training,1.1068512013196057,4,35,586,0,14,0.6559358939826502
S54,W065,related,training,-0.29377833954959,5,9,552,1,11,-0.33623604649530847
S54,W066,unrelated,training,-0.8621267483079921,6,98,544,1,11,-0.33623604649530847
S54,W067,related,training,-0.8004905870752745,5,89,857,1,9,-0.9976840068139475
S54,W068,unrelated,training,-0.6822716459168946,6,80,507,1,11,-0.33623604649530847
S54,W069,related,training,-2.306145484861042,8,109,1038,1,6,-1.9898559472919062
S54,W070,unrelated,training,-0.4692453518743268,6,97,720,1,10,-0.666960026654628
S54,W071,related,training,-0.7186668647491127,7,1,733,1,13,0.3252119138233306
S54,W072,unrelated,training,-1.8666945779672184,6,99,874,1,8,-1.328407986973267
S54,W073,related,training,0.891632901440497,6,53,860,1,15,0.9866598741419697
S54,W074,unrelated,training,0.0035851005184451,7,42,684,1,13,0.3252119138233306
S54,W075,related,training,-0.8296935917886239,8,92,695,1,11,-0.33623604649530847
S54,W076,unrelated,training,0.0063453267125901,6,17,660,1,11,-0.33623604649530847
S54,W077,related,training,-1.3756874142011304,6,106,568,1,7,-1.6591319671325866
S54,W078,unrelated,training,-1.493333612226836,10,55,773,1,8,-1.328407986973267
S54,W079,related,training,0.1139469950564595,6,95,776,1,10,-0.666960026654628
S54,W080,unrelated,training,0.4102184004835469,4,52,411,1,14,0.6559358939826502
S54,W081,related,training,1.1191925348290213,6,33,549,1,17,1.6481078344606088
S54,W082,unrelated,training,-0.0322703529262462,6,110,560,1,11,-0.33623604649530847
S54,W083,related,training,0.1654914468887871,7,81,1187,1,14,0.6559358939826502
S54,W084,unrelated,training,0.8719147743400757,7,38,558,1,12,-0.005512066335988933
S54,W085,related,training,-0.8790583874314196,7,13,574,1,13,0.3252119138233306
S54,W086,unrelated,training,-0.7905740078936522,7,94,693,1,8,-1.328407986973267
S54,W087,related,training,0.5846936512450975,6,113,531,1,12,-0.005512066335988933
S54,W088,unrelated,training,-0.8247875085796271,5,88,865,0,9,-0.9976840068139475
S54,W089,related,training,-1.4798537261722209,8,5,804,1,10,-0.666960026654628
S54,W090,unrelated,training,-0.5298687768050517,7,66,626,1,10,-0.666960026654628
S54,W091,related,training,0.0199958773569514,6,108,596,1,13,0.3252119138233306
S54,W092,unrelated,training,0.8827875457824161,5,84,468,1,16,1.3173838543012892
S54,W093,related,training,-0.3951162220036792,6,37,517,0,11,-0.33623604649530847
S54,W094,unrelated,training,-0.2729766410664055,6,32,789,1,14,0.6559358939826502
S54,W095,related,training,-0.8951685051880719,8,104,1009,1,9,-0.9976840068139475
S54,W096,unrelated,training,-0.4092407736087192,8,101,1002,1,11,-0.33623604649530847
S54,W097,related,training,-0.0617302306989816,5,67,739,1,13,0.3252119138233306
S54,W098,unrelated,training,-0.148276360874164,7,120,645,1,12,-0.005512066335988933
S54,W099,related,training,-0.5593352549066585,6,68,794,1,11,-0.33623604649530847
S54,W100,unrelated,training,0.942231995983134,6,58,591,1,14,0.6559358939826502
S54,W101,related,training,-0.4764940879555429,6,61,959,1,11,-0.33623604649530847
S54,W102,unrelated,training,0.2909020541309749,6,56,648,1,12,-0.005512066335988933
S54,W103,related,training,-0.5886379098238127,8,82,751,1,9,-0.9976840068139475
S54,W104,unrelated,training,-0.1214698405936154,5,21,519,1,11,-0.33623604649530847
S54,W105,related,training,0.9039757269248688,7,54,784,1,16,1.3173838543012892
S54,W106,unrelated,training,0.9500663306709668,5,59,707,1,14,0.6559358939826502
S54,W107,related,training,-0.1048038833831658,7,18,890,1,14,0.6559358939826502
S54,W108,unrelated,training,1.0859079831560388,6,31,485,1,17,1.6481078344606088
S54,W109,related,training,1.4716210444039308,4,114,687,1,16,1.3173838543012892
S54,W110,unrelated,training,-0.6985479929330615,5,20,1006,1,12,-0.005512066335988933
S54,W111,related,training,0.0810520811925241,6,27,796,1,12,-0.005512066335988933
S54,W112,unrelated,training,-0.9707136954003068,6,60,668,1,12,-0.005512066335988933
S54,W113,related,training,0.3016402314525866,7,75,598,1,12,-0.005512066335988933
S54,W114,unrelated,training,0.2964810364202688,6,4,657,1,13,0.3252119138233306
S54,W115,related,training,0.9454197977241208,5,78,626,1,14,0.6559358939826502
S54,W116,unrelated,training,0.5722667365127202,5,57,560,1,13,0.3252119138233306
S54,W117,related,training,-0.3562583501967622,6,48,1055,1,12,-0.005512066335988933
S54,W118,unrelated,training,0.9249426975480984,4,91,404,0,14,0.6559358939826502
S54,W119,related,training,-0.2589413440745218,7,8,600,1,12,-0.005512066335988933
S54,W120,unrelated,training,-1.6613676983867645,7,24,553,1,7,-1.6591319671325866
S55,W001,unrelated,training,-0.9139392237197596,6,35,841,1,8,-1.328407986973267
S55,W002,related,training,0.1358238092024783,6,78,734,1,15,0.9866598741419697
S55,W003,unrelated,training,0.0968317689390009,5,2,711,1,13,0.3252119138233306
S55,W004,related,training,-1.3047661789528002,8,49,858,1,8,-1.328407986973267
S55,W005,unrelated,training,0.4824205120703297,7,9,934,1,15,0.9866598741419697
S55,W006,related,training,1.5453446713553585,5,28,898,1,18,1.9788318146199282
S55,W007,unrelated,training,-0.6150774716989514,7,120,927,1,8,-1.328407986973267
S55,W008,related,training,0.7371741115453434,5,80,1096,0,14,0.6559358939826502
S55,W009,unrelated,training,0.4367971257492582,5,36,607,1,16,1.3173838543012892
S55,W010,related,training,0.5628372917200654,4,83,574,1,15,0.9866598741419697
S55,W011,unrelated,training,0.0928637611052042,5,7,978,1,16,1.3173838543012892
S55,W012,related,training,-1.017174296547943,7,63,1078,0,5,-2.3205799274512255
S55,W013,unrelated,training,-0.1757199187168372,5,56,965,0,13,0.3252119138233306
S55,W014,related,training,-0.4670875917863192,7,16,803,1,10,-0.666960026654628
S55,W015,unrelated,training,0.6376366034140181,4,41,1520,1,13,0.3252119138233306
S55,W016,related,training,0.4758777000006875,6,113,786,1,15,0.9866598741419697
S55,W017,unrelated,training,-1.1004086247447586,7,31,1360,1,10,-0.666960026654628
S55,W018,related,training,-0.0732480440826994,5,26,939,1,11,-0.33623604649530847
S55,W019,unrelated,training,0.8377763169382735,5,18,913,1,17,1.6481078344606088
S55,W020,related,training,-0.10953246691453,6,71,549,1,13,0.3252119138233306
S55,W021,unrelated,training,0.1653741913649934,6,55,964,1,11,-0.33623604649530847
S55,W022,related,training,-1.5613246312784643,7,27,1081,1,7,-1.6591319671325866
S55,W023,unrelated,training,1.5516882128257177,4,72,587,1,18,1.9788318146199282
S55,W024,related,training,0.6676736601563552,6,64,938,1,15,0.9866598741419697
S55,W025,unrelated,training,-1.1003524346233824,6,44,1018,1,9,-0.9976840068139475
S55,W026,related,training,1.2547311434192785,5,89,1115,1,15,0.9866598741419697
S55,W027,unrelated,training,0.2511535240099482,6,12,980,1,11,-0.33623604649530847
S55,W028,related,training,-0.4744448584528069,6,105,861,1,10,-0.666960026654628
S55,W029,unrelated,training,-0.034955592045138,6,43,1018,0,11,-0.33623604649530847
S55,W030,related,training,-1.2168271291729122,6,8,833,1,9,-0.9976840068139475
S55,W031,unrelated,training,0.714619446660419,5,59,893,1,14,0.6559358939826502
S55,W032,related,training,-1.3165830605078477,6,73,1032,1,10,-0.666960026654628
S55,W033,unrelated,training,-0.21523491523936,7,87,661,1,12,-0.005512066335988933
S55,W034,related,training,-0.8773992307693209,5,15,744,1,10,-0.666960026654628
S55,W035,unrelated,training,-0.5296422482991268,8,66,931,1,11,-0.33623604649530847
S55,W036,related,training,-0.1884520533183292,7,116,654,1,13,0.3252119138233306
S55,W037,unrelated,training,-1.1890454200315383,10,50,902,0,9,-0.9976840068139475
S55,W038,related,training,0.956289262928874,5,102,797,1,16,1.3173838543012892
S55,W039,unrelated,training,-1.409803501846958,9,106,725,1,9,-0.9976840068139475
S55,W040,related,training,0.0326171911239126,7,101,1029,1,14,0.6559358939826502
S55,W041,unrelated,training,2.768124509357714,4,92,456,1,19,2.3095557947792478
S55,W042,related,training,-2.051321246725728,8,110,930,1,7,-1.6591319671325866
S55,W043,unrelated,training,-0.4642735130186097,7,100,821,1,12,-0.005512066335988933
S55,W044,related,training,-0.074692481078299,5,90,812,1,11,-0.33623604649530847
S55,W045,unrelated,training,-2.8603180515178988,8,62,911,0,2,-3.312751867929184
S55,W046,related,training,0.2765126725847232,6,119,793,1,13,0.3252119138233306
S55,W047,unrelated,training,0.0194756794538221,6,30,1231,0,11,-0.33623604649530847
S55,W048,related,training,0.9901168140194688,6,29,889,1,13,0.3252119138233306
S55,W049,unrelated,training,1.4263582067643383,5,54,898,1,18,1.9788318146199282
S55,W050,related,training,0.2830487228263371,5,42,735,1,16,1.3173838543012892
S55,W051,unrelated,training,0.2912642538060146,5,97,761,1,11,-0.33623604649530847
S55,W052,related,training,0.2221144455622858,6,53,902,0,14,0.6559358939826502
S55,W053,unrelated,training,1.5099166560295276,5,67,875,1,13,0.3252119138233306
S55,W054,related,training,-0.4557117009268119,7,94,1117,1,10,-0.666960026654628
S55,W055,unrelated,training,-0.8565905568902926,6,40,1356,0,11,-0.33623604649530847
S55,W056,related,training,-1.5572563778362285,6,86,1187,0,8,-1.328407986973267
S55,W057,unrelated,training,-0.9059093384605884,8,98,731,0,9,-0.9976840068139475
S55,W058,related,training,-1.6486942190789142,6,33,632,1,9,-0.9976840068139475
S55,W059,unrelated,training,-0.3001634484294758,6,46,811,0,12,-0.005512066335988933
S55,W060,related,training,-0.4724816193194414,5,4,755,1,12,-0.005512066335988933
S55,W061,unrelated,training,1.7395844656453046,5,70,752,1,19,2.3095557947792478
S55,W062,related,training,1.148113333746188,7,104,710,1,15,0.9866598741419697
S55,W063,unrelated,training,0.0350906934612753,6,1,701,1,15,0.9866598741419697
S55,W064,related,training,1.1068512013196057,4,109,767,1,14,0.6559358939826502
S55,W065,unrelated,training,-0.29377833954959,5,114,786,1,11,-0.33623604649530847
S55,W066,related,training,-0.8621267483079921,6,10,716,1,11,-0.33623604649530847
S55,W067,unrelated,training,-0.8004905870752745,5,85,1338,1,9,-0.9976840068139475
S55,W068,related,training,-0.6822716459168946,6,107,751,1,11,-0.33623604649530847
S55,W069,unrelated,training,-2.306145484861042,8,68,1514,1,6,-1.9898559472919062
S55,W070,related,training,-0.4692453518743268,6,11,985,1,10,-0.666960026654628
S55,W071,unrelated,training,-0.7186668647491127,7,82,802,1,13,0.3252119138233306
S55,W072,related,training,-1.8666945779672184,6,108,1114,1,8,-1.328407986973267
S55,W073,unrelated,training,0.891632901440497,6,60,1167,1,15,0.9866598741419697
S55,W074,related,training,0.0035851005184451,7,24,1043,1,13,0.3252119138233306
S55,W075,unrelated,training,-0.8296935917886239,8,95,852,1,11,-0.33623604649530847
S55,W076,related,training,0.0063453267125901,6,74,643,1,11,-0.33623604649530847
S55,W077,unrelated,training,-1.3756874142011304,6,47,724,1,7,-1.6591319671325866
S55,W078,related,training,-1.493333612226836,10,45,1051,0,8,-1.328407986973267
S55,W079,unrelated,training,0.1139469950564595,6,13,854,1,10,-0.666960026654628
S55,W080,related,training,0.4102184004835469,4,52,359,1,14,0.6559358939826502
S55,W081,unrelated,training,1.1191925348290213,6,103,647,1,17,1.6481078344606088
S55,W082,related,training,-0.0322703529262462,6,37,691,1,11,-0.33623604649530847
S55,W083,unrelated,training,0.1654914468887871,7,5,1134,0,14,0.6559358939826502
S55,W084,related,training,0.8719147743400757,7,93,757,1,12,-0.005512066335988933
S55,W085,unrelated,training,-0.8790583874314196,7,84,696,1,13,0.3252119138233306
S55,W086,related,training,-0.7905740078936522,7,81,848,1,8,-1.328407986973267
S55,W087,unrelated,training,0.5846936512450975,6,32,586,1,12,-0.005512066335988933
S55,W088,related,training,-0.8247875085796271,5,39,678,1,9,-0.9976840068139475
S55,W089,unrelated,training,-1.4798537261722209,8,111,1050,1,10,-0.666960026654628
S55,W090,related,training,-0.5298687768050517,7,75,770,1,10,-0.666960026654628
S55,W091,unrelated,training,0.0199958773569514,6,3,820,1,13,0.3252119138233306
S55,W092,related,training,0.8827875457824161,5,23,772,1,16,1.3173838543012892
S55,W093,unrelated,training,-0.3951162220036792,6,34,780,1,11,-0.33623604649530847
S55,W094,related,training,-0.2729766410664055,6,6,829,1,14,0.6559358939826502
S55,W095,unrelated,training,-0.8951685051880719,8,76,1276,1,9,-0.9976840068139475
S55,W096,related,training,-0.4092407736087192,8,117,940,1,11,-0.33623604649530847
S55,W097,unrelated,training,-0.0617302306989816,5,65,900,1,13,0.3252119138233306
S55,W098,related,training,-0.148276360874164,7,22,606,0,12,-0.005512066335988933
S55,W099,unrelated,training,-0.5593352549066585,6,57,895,1,11,-0.33623604649530847
S55,W100,related,training,0.942231995983134,6,69,878,1,14,0.6559358939826502
S55,W101,unrelated,training,-0.4764940879555429,6,25,896,0,11,-0.33623604649530847
S55,W102,related,training,0.2909020541309749,6,58,724,1,12,-0.005512066335988933
S55,W103,unrelated,training,-0.5886379098238127,8,112,1007,1,9,-0.9976840068139475
S55,W104,related,training,-0.1214698405936154,5,79,601,1,11,-0.33623604649530847
S55,W105,unrelated,training,0.9039757269248688,7,99,795,1,16,1.3173838543012892
S55,W106,related,training,0.9500663306709668,5,61,789,1,14,0.6559358939826502
S55,W107,unrelated,training,-0.1048038833831658,7,19,777,1,14,0.6559358939826502
S55,W108,related,training,1.0859079831560388,6,88,517,0,17,1.6481078344606088
S55,W109,unrelated,training,1.4716210444039308,4,21,683,1,16,1.3173838543012892
S55,W110,related,training,-0.6985479929330615,5,20,1342,1,12,-0.005512066335988933
S55,W111,unrelated,training,0.0810520811925241,6,38,1173,1,12,-0.005512066335988933
S55,W112,related,training,-0.9707136954003068,6,17,833,0,12,-0.005512066335988933
S55,W113,unrelated,training,0.3016402314525866,7,118,636,1,12,-0.005512066335988933
S55,W114,related,training,0.2964810364202688,6,51,773,1,13,0.3252119138233306
S55,W115,unrelated,training,0.9454197977241208,5,77,806,1,14,0.6559358939826502
S55,W116,related,training,0.5722667365127202,5,48,808,1,13,0.3252119138233306
S55,W117,unrelated,training,-0.3562583501967622,6,14,1122,1,12,-0.005512066335988933
S55,W118,related,training,0.9249426975480984,4,96,547,1,14,0.6559358939826502
S55,W119,unrelated,training,-0.2589413440745218,7,115,1136,0,12,-0.005512066335988933
S55,W120,related,training,-1.6613676983867645,7,91,710,0,7,-1.6591319671325866
S56,W001,related,training,-0.9139392237197596,6,24,469,1,8,-1.328407986973267
S56,W002,unrelated,training,0.1358238092024783,6,13,585,1,15,0.9866598741419697
S56,W003,related,training,0.0968317689390009,5,87,644,1,13,0.3252119138233306
S56,W004,unrelated,training,-1.3047661789528002,8,111,784,1,8,-1.328407986973267
S56,W005,related,training,0.4824205120703297,7,69,509,0,15,0.9866598741419697
S56,W006,unrelated,training,1.5453446713553585,5,7,746,1,18,1.9788318146199282
S56,W007,related,training,-0.6150774716989514,7,76,747,1,8,-1.328407986973267
S56,W008,unrelated,training,0.7371741115453434,5,27,813,1,14,0.6559358939826502
S56,W009,related,training,0.4367971257492582,5,15,450,1,16,1.3173838543012892
S56,W010,unrelated,training,0.5628372917200654,4,12,736,1,15,0.9866598741419697
S56,W011,related,training,0.0928637611052042,5,55,683,1,16,1.3173838543012892
S56,W012,unrelated,training,-1.017174296547943,7,68,1015,0,5,-2.3205799274512255
S56,W013,related,training,-0.1757199187168372,5,36,651,1,13,0.3252119138233306
S56,W014,unrelated,training,-0.4670875917863192,7,77,693,1,10,-0.666960026654628
S56,W015,related,training,0.6376366034140181,4,95,1011,1,13,0.3252119138233306
S56,W016,unrelated,training,0.4758777000006875,6,116,726,0,15,0.9866598741419697
S56,W017,related,training,-1.1004086247447586,7,106,874,1,10,-0.666960026654628
S56,W018,unrelated,training,-0.0732480440826994,5,56,697,1,11,-0.33623604649530847
S56,W019,related,training,0.8377763169382735,5,10,576,1,17,1.6481078344606088
S56,W020,unrelated,training,-0.10953246691453,6,84,512,1,13,0.3252119138233306
S56,W021,related,training,0.1653741913649934,6,45,802,1,11,-0.33623604649530847
S56,W022,unrelated,training,-1.5613246312784643,7,19,940,1,7,-1.6591319671325866
S56,W023,related,training,1.5516882128257177,4,118,569,1,18,1.9788318146199282
S56,W024,unrelated,training,0.6676736601563552,6,53,753,1,15,0.9866598741419697
S56,W025,related,training,-1.1003524346233824,6,6,843,1,9,-0.9976840068139475
S56,W026,unrelated,training,1.2547311434192785,5,37,945,1,15,0.9866598741419697
S56,W027,related,training,0.2511535240099482,6,102,840,1,11,-0.33623604649530847
S56,W028,unrelated,training,-0.4744448584528069,6,18,727,1,10,-0.666960026654628
S56,W029,related,training,-0.034955592045138,6,34,661,1,11,-0.33623604649530847
S56,W030,unrelated,training,-1.2168271291729122,6,29,707,1,9,-0.9976840068139475
S56,W031,related,training,0.714619446660419,5,22,808,1,14,0.6559358939826502
S56,W032,unrelated,training,-1.3165830605078477,6,38,934,1,10,-0.666960026654628
S56,W033,related,training,-0.21523491523936,7,117,601,1,12,-0.005512066335988933
S56,W034,unrelated,training,-0.8773992307693209,5,92,743,1,10,-0.666960026654628
S56,W035,related,training,-0.5296422482991268,8,58,699,1,11,-0.33623604649530847
S56,W036,unrelated,training,-0.1884520533183292,7,81,786,1,13,0.3252119138233306
S56,W037,related,training,-1.1890454200315383,10,70,763,1,9,-0.9976840068139475
S56,W038,unrelated,training,0.956289262928874,5,21,517,1,16,1.3173838543012892
S56,W039,related,training,-1.409803501846958,9,65,523,1,9,-0.9976840068139475
S56,W040,unrelated,training,0.0326171911239126,7,100,879,1,14,0.6559358939826502
S56,W041,related,training,2.768124509357714,4,73,420,1,19,2.3095557947792478
